episode,episode_reward_total,episode_reward_avg,cumulative_reward,running_reward_avg,epsilon,episode_dropouts,cumulative_dropouts,q_table_states,training_episodes,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count
2830,0.572434,0.572434,996.12512,0.351988,0.05,0,186,4198,2831,0,0,0,0,0,1
2840,0.298931,0.298931,1000.30482,0.35222,0.05,0,186,4213,2841,0,0,0,0,0,1
2850,0.3446,0.3446,1004.435463,0.352433,0.05,0,186,4231,2851,0,0,1,0,0,0
2860,0.421859,0.421859,1007.544764,0.352288,0.05,0,187,4247,2861,0,0,1,0,0,0
2870,0.476236,0.476236,1011.994623,0.352611,0.05,0,187,4263,2871,0,0,0,1,0,0
2880,0.388954,0.388954,1015.844611,0.352724,0.05,0,188,4279,2881,0,0,1,0,0,0
2890,0.500623,0.500623,1020.448212,0.353096,0.05,0,188,4296,2891,0,0,0,1,0,0
2900,0.60936,0.60936,1023.515451,0.352936,0.05,0,189,4310,2901,0,0,1,0,0,0
2910,0.369708,0.369708,1027.649108,0.353144,0.05,0,189,4323,2911,0,0,0,0,0,1
2920,0.34467,0.34467,1030.687682,0.352975,0.05,0,190,4339,2921,0,0,0,1,0,0
2930,0.486002,0.486002,1033.428548,0.352706,0.05,0,191,4354,2931,0,0,0,0,0,1
2940,0.367657,0.367657,1035.931248,0.352358,0.05,0,192,4369,2941,0,0,1,0,0,0
2950,0.3289,0.3289,1039.95548,0.352527,0.05,0,192,4384,2951,0,0,1,0,0,0
2960,-0.858588,-0.858588,1042.82326,0.352305,0.05,1,193,4396,2961,1,0,0,0,0,0
2970,0.41916,0.41916,1045.568017,0.352043,0.05,0,194,4412,2971,1,0,0,0,0,0
2980,0.369665,0.369665,1046.272508,0.351098,0.05,0,197,4430,2981,0,0,1,0,0,0
2990,0.382669,0.382669,1050.474235,0.351329,0.05,0,197,4444,2991,0,1,0,0,0,0
3000,0.416657,0.416657,1054.589967,0.35153,0.05,0,197,4456,3001,0,0,0,1,0,0
3010,0.386629,0.386629,1056.443587,0.350978,0.05,0,199,4470,3011,0,0,0,0,1,0
3020,0.429821,0.429821,1060.715897,0.35123,0.05,0,199,4485,3021,0,0,0,0,1,0
3030,-0.872989,-0.872989,1063.553377,0.351008,0.05,1,200,4500,3031,0,0,1,0,0,0
3040,0.454113,0.454113,1066.873304,0.350945,0.05,0,201,4517,3041,0,0,0,0,0,1
3050,0.31334,0.31334,1069.707985,0.350724,0.05,0,202,4532,3051,0,0,0,1,0,0
3060,0.26898,0.26898,1074.248021,0.351061,0.05,0,202,4548,3061,1,0,0,0,0,0
3070,0.312323,0.312323,1075.961463,0.350476,0.05,0,204,4562,3071,0,0,1,0,0,0
3080,0.596709,0.596709,1078.078217,0.350025,0.05,0,206,4577,3081,0,0,1,0,0,0
3090,0.512651,0.512651,1081.363781,0.349956,0.05,0,207,4592,3091,0,0,0,1,0,0
3100,0.473179,0.473179,1085.577913,0.350186,0.05,0,207,4606,3101,0,0,0,1,0,0
3110,0.411385,0.411385,1088.517257,0.350006,0.05,0,208,4623,3111,0,0,1,0,0,0
3120,0.551606,0.551606,1092.950544,0.350305,0.05,0,208,4638,3121,0,1,0,0,0,0
3130,0.676357,0.676357,1096.375342,0.35028,0.05,0,209,4651,3131,0,1,0,0,0,0
3140,0.212382,0.212382,1099.084728,0.350027,0.05,0,210,4666,3141,1,0,0,0,0,0
3150,0.397328,0.397328,1100.829969,0.34947,0.05,0,212,4680,3151,0,0,1,0,0,0
3160,0.421724,0.421724,1103.519011,0.349215,0.05,0,213,4695,3161,0,1,0,0,0,0
3170,0.434024,0.434024,1103.874547,0.348225,0.05,0,216,4710,3171,0,0,0,0,1,0
3180,0.437733,0.437733,1108.482212,0.348579,0.05,0,216,4724,3181,0,0,1,0,0,0
3190,0.541257,0.541257,1113.050491,0.348919,0.05,0,216,4738,3191,0,1,0,0,0,0
3200,0.57884,0.57884,1117.575925,0.349242,0.05,0,216,4752,3201,0,0,0,0,0,1
3210,0.522552,0.522552,1122.000278,0.349533,0.05,0,216,4767,3211,0,0,1,0,0,0
3220,0.454532,0.454532,1124.636256,0.349266,0.05,0,217,4783,3221,0,0,1,0,0,0
3230,0.459074,0.459074,1128.65034,0.349427,0.05,0,217,4796,3231,0,1,0,0,0,0
3240,0.349559,0.349559,1132.467806,0.349527,0.05,0,217,4810,3241,0,0,1,0,0,0
3250,-0.867139,-0.867139,1134.100513,0.348954,0.05,1,219,4824,3251,0,0,1,0,0,0
3260,0.31198,0.31198,1138.514988,0.349238,0.05,0,219,4838,3261,0,1,0,0,0,0
3270,0.355007,0.355007,1141.12447,0.348968,0.05,0,220,4854,3271,0,0,0,1,0,0
3280,0.378251,0.378251,1144.162438,0.34883,0.05,0,221,4868,3281,0,0,1,0,0,0
3290,0.382915,0.382915,1148.023123,0.348943,0.05,0,221,4884,3291,0,0,0,0,0,1
3300,-0.877015,-0.877015,1151.134633,0.348829,0.05,1,222,4898,3301,0,0,0,0,0,1
3310,0.303348,0.303348,1156.143303,0.349288,0.05,0,222,4912,3311,0,0,1,0,0,0
3320,-0.910826,-0.910826,1157.849632,0.34875,0.05,1,224,4925,3321,0,1,0,0,0,0
3330,0.427718,0.427718,1161.436763,0.34878,0.05,0,225,4939,3331,0,0,0,1,0,0
3340,0.527959,0.527959,1165.512803,0.348956,0.05,0,225,4952,3341,1,0,0,0,0,0
3350,0.506448,0.506448,1170.103811,0.349285,0.05,0,225,4967,3351,0,0,0,0,1,0
3360,0.279004,0.279004,1173.802417,0.349346,0.05,0,226,4981,3361,1,0,0,0,0,0
3370,0.426806,0.426806,1176.813114,0.349203,0.05,0,227,4996,3371,0,0,0,1,0,0
3380,0.501684,0.501684,1180.170517,0.349163,0.05,0,228,5012,3381,0,0,0,0,0,1
3390,0.328708,0.328708,1184.3295,0.34936,0.05,0,228,5026,3391,0,0,0,0,0,1
3400,0.562285,0.562285,1188.953848,0.349692,0.05,0,228,5041,3401,0,1,0,0,0,0
3410,0.309459,0.309459,1193.598729,0.350029,0.05,0,228,5055,3411,0,0,1,0,0,0
3420,0.352759,0.352759,1196.664321,0.349902,0.05,0,229,5070,3421,0,0,0,0,1,0
3430,0.403724,0.403724,1199.925741,0.349833,0.05,0,230,5084,3431,0,0,0,1,0,0
3440,0.446748,0.446748,1204.450392,0.350131,0.05,0,230,5097,3441,0,0,0,0,0,1
3450,0.427847,0.427847,1208.406704,0.350263,0.05,0,230,5115,3451,0,0,1,0,0,0
3460,0.486932,0.486932,1211.474248,0.350137,0.05,0,231,5131,3461,0,0,1,0,0,0
3470,0.501179,0.501179,1216.567974,0.350596,0.05,0,231,5148,3471,0,0,0,0,1,0
3480,0.348044,0.348044,1220.53499,0.350728,0.05,0,231,5164,3481,0,0,0,1,0,0
3490,0.621884,0.621884,1224.902249,0.350975,0.05,0,231,5180,3491,0,1,0,0,0,0
3500,0.645405,0.645405,1229.408151,0.351259,0.05,0,231,5195,3501,1,0,0,0,0,0
3510,0.557321,0.557321,1232.17978,0.351048,0.05,0,232,5210,3511,0,0,0,0,0,1
3520,0.36301,0.36301,1236.666584,0.351326,0.05,0,232,5222,3521,0,0,0,0,1,0
3530,0.357193,0.357193,1238.25489,0.35078,0.05,0,234,5238,3531,0,0,0,0,1,0
3540,0.646382,0.646382,1242.1876,0.3509,0.05,0,234,5254,3541,0,0,0,1,0,0
3550,0.586902,0.586902,1245.867144,0.350948,0.05,0,235,5268,3551,0,0,0,0,1,0
3560,-0.84945,-0.84945,1247.719785,0.350483,0.05,1,237,5285,3561,0,0,0,1,0,0
3570,0.375281,0.375281,1250.51256,0.350284,0.05,0,238,5300,3571,0,0,0,1,0,0
3580,0.534851,0.534851,1255.159853,0.350603,0.05,0,238,5312,3581,0,0,0,0,1,0
3590,0.393752,0.393752,1259.498964,0.350835,0.05,0,238,5328,3591,0,0,0,1,0,0
3600,0.464458,0.464458,1264.008071,0.351113,0.05,0,238,5342,3601,0,0,0,1,0,0
3610,-0.938663,-0.938663,1266.899066,0.350942,0.05,1,239,5354,3611,0,0,0,0,1,0
3620,0.431889,0.431889,1271.237601,0.351171,0.05,0,239,5366,3621,0,0,0,1,0,0
3630,0.389945,0.389945,1275.965415,0.351506,0.05,0,239,5384,3631,1,0,0,0,0,0
3640,0.384207,0.384207,1280.388845,0.351755,0.05,0,239,5401,3641,0,0,0,0,1,0
3650,0.411085,0.411085,1285.303867,0.352138,0.05,0,239,5417,3651,1,0,0,0,0,0
3660,0.54112,0.54112,1288.894712,0.352157,0.05,0,240,5432,3661,0,1,0,0,0,0
3670,0.31922,0.31922,1291.999864,0.352044,0.05,0,241,5446,3671,1,0,0,0,0,0
3680,0.377295,0.377295,1295.163742,0.351947,0.05,0,242,5462,3681,0,1,0,0,0,0
3690,0.483383,0.483383,1300.271546,0.352377,0.05,0,242,5475,3691,0,0,0,0,1,0
3700,-0.937081,-0.937081,1303.102738,0.35219,0.05,1,243,5489,3701,0,0,0,1,0,0
3710,0.392358,0.392358,1307.397467,0.352398,0.05,0,243,5503,3711,0,0,0,1,0,0
3720,0.632119,0.632119,1312.158455,0.352731,0.05,0,243,5520,3721,1,0,0,0,0,0
3730,0.362199,0.362199,1313.888362,0.352249,0.05,0,245,5535,3731,1,0,0,0,0,0
3740,0.531778,0.531778,1317.782925,0.352348,0.05,0,245,5550,3741,0,0,0,0,0,1
3750,0.51827,0.51827,1321.991847,0.352531,0.05,0,245,5567,3751,1,0,0,0,0,0
3760,0.470616,0.470616,1324.92284,0.352373,0.05,0,246,5579,3761,0,0,0,1,0,0
3770,0.421759,0.421759,1329.449664,0.352639,0.05,0,246,5593,3771,0,0,0,0,0,1
3780,0.453496,0.453496,1333.164795,0.352689,0.05,0,246,5608,3781,1,0,0,0,0,0
3790,0.557103,0.557103,1338.210837,0.35309,0.05,0,246,5621,3791,0,0,1,0,0,0
3800,-0.89971,-0.89971,1339.565206,0.352517,0.05,1,248,5639,3801,1,0,0,0,0,0
3810,0.405279,0.405279,1343.662051,0.352667,0.05,0,248,5652,3811,1,0,0,0,0,0
3820,0.529298,0.529298,1348.115399,0.35291,0.05,0,248,5668,3821,0,0,0,1,0,0
3830,0.51882,0.51882,1352.326962,0.353088,0.05,0,248,5681,3831,1,0,0,0,0,0
3840,0.338372,0.338372,1355.257031,0.352932,0.05,0,249,5697,3841,1,0,0,0,0,0
3850,0.248923,0.248923,1360.199235,0.353299,0.05,0,249,5713,3851,1,0,0,0,0,0
3860,0.325208,0.325208,1364.252686,0.353433,0.05,0,249,5727,3861,0,0,0,1,0,0
3870,0.506641,0.506641,1369.088118,0.35377,0.05,0,249,5741,3871,1,0,0,0,0,0
3880,0.416011,0.416011,1373.200908,0.353918,0.05,0,249,5755,3881,0,0,1,0,0,0
3890,0.255448,0.255448,1376.343317,0.353816,0.05,0,250,5771,3891,1,0,0,0,0,0
3900,0.493641,0.493641,1380.921529,0.354082,0.05,0,250,5785,3901,0,1,0,0,0,0
3910,0.527822,0.527822,1384.966922,0.354211,0.05,0,250,5800,3911,0,0,0,0,0,1
3920,0.455257,0.455257,1388.317989,0.354163,0.05,0,251,5816,3921,0,1,0,0,0,0
3930,-0.856675,-0.856675,1388.162784,0.353222,0.05,1,255,5833,3931,0,0,0,0,1,0
3940,0.213984,0.213984,1392.473441,0.35342,0.05,0,255,5844,3941,0,0,0,0,0,1
3950,0.339224,0.339224,1393.809932,0.352863,0.05,0,257,5860,3951,0,0,1,0,0,0
3960,0.550506,0.550506,1398.124831,0.353062,0.05,0,257,5878,3961,0,0,1,0,0,0
3970,0.439113,0.439113,1402.543173,0.353285,0.05,0,257,5894,3971,0,0,0,0,0,1
3980,0.379219,0.379219,1405.650921,0.353179,0.05,0,258,5909,3981,0,0,0,1,0,0
3990,0.44728,0.44728,1409.65394,0.353297,0.05,0,258,5925,3991,0,1,0,0,0,0
4000,0.448783,0.448783,1414.593676,0.353648,0.05,0,258,5939,4001,0,0,0,0,0,1
4010,0.570772,0.570772,1418.902133,0.353841,0.05,0,258,5954,4011,0,0,0,1,0,0
4020,0.333382,0.333382,1420.704006,0.353409,0.05,0,260,5970,4021,0,0,0,1,0,0
4030,0.410649,0.410649,1425.176395,0.353642,0.05,0,260,5983,4031,1,0,0,0,0,0
4040,0.418073,0.418073,1428.817998,0.353668,0.05,0,261,6000,4041,0,0,0,0,1,0
4050,0.515166,0.515166,1433.03415,0.353836,0.05,0,261,6013,4051,0,1,0,0,0,0
4060,0.537447,0.537447,1437.612299,0.354092,0.05,0,261,6026,4061,0,1,0,0,0,0
4070,0.298719,0.298719,1439.369285,0.353653,0.05,0,263,6040,4071,0,1,0,0,0,0
4080,0.328943,0.328943,1443.504539,0.3538,0.05,0,263,6053,4081,0,0,0,0,1,0
4090,0.349881,0.349881,1446.531891,0.353675,0.05,0,264,6066,4091,0,0,0,1,0,0
4100,0.483628,0.483628,1450.183848,0.353703,0.05,0,265,6081,4101,0,0,0,1,0,0
4110,0.282269,0.282269,1454.265417,0.353836,0.05,0,265,6094,4111,0,0,0,1,0,0
4120,-0.844058,-0.844058,1457.903893,0.35386,0.05,1,266,6111,4121,0,0,1,0,0,0
4130,0.423312,0.423312,1462.297417,0.354067,0.05,0,266,6124,4131,1,0,0,0,0,0
4140,0.389309,0.389309,1465.13305,0.353897,0.05,0,267,6138,4141,0,0,0,0,1,0
4150,0.400689,0.400689,1470.039745,0.354226,0.05,0,267,6152,4151,0,1,0,0,0,0
4160,0.285641,0.285641,1474.0763,0.354345,0.05,0,267,6164,4161,1,0,0,0,0,0
4170,0.351098,0.351098,1475.836249,0.353918,0.05,0,269,6179,4171,0,0,0,0,1,0
4180,0.548481,0.548481,1478.761123,0.353771,0.05,0,270,6197,4181,0,0,1,0,0,0
4190,0.507388,0.507388,1483.267741,0.354002,0.05,0,270,6211,4191,0,0,0,0,1,0
4200,0.43185,0.43185,1486.094892,0.353832,0.05,0,271,6227,4201,0,0,0,0,0,1
4210,0.384599,0.384599,1487.812934,0.3534,0.05,0,273,6243,4211,0,0,0,1,0,0
4220,0.413818,0.413818,1492.340596,0.353635,0.05,0,273,6256,4221,0,0,0,1,0,0
4230,0.325158,0.325158,1495.250502,0.353487,0.05,0,274,6271,4231,0,1,0,0,0,0
4240,0.542356,0.542356,1499.31463,0.353612,0.05,0,274,6288,4241,0,1,0,0,0,0
4250,0.324988,0.324988,1503.644045,0.353799,0.05,0,274,6302,4251,0,0,1,0,0,0
4260,0.545611,0.545611,1505.513132,0.353407,0.05,0,276,6317,4261,0,0,1,0,0,0
4270,0.24853,0.24853,1508.28232,0.353228,0.05,0,277,6331,4271,0,0,1,0,0,0
4280,0.439034,0.439034,1512.279891,0.353336,0.05,0,277,6349,4281,0,0,0,0,0,1
4290,0.591436,0.591436,1513.809206,0.352869,0.05,0,279,6363,4291,0,0,1,0,0,0
4300,0.358701,0.358701,1516.65166,0.35271,0.05,0,280,6378,4301,0,1,0,0,0,0
4310,0.29355,0.29355,1521.137493,0.352932,0.05,0,280,6392,4311,0,0,1,0,0,0
4320,0.551759,0.551759,1522.631439,0.352461,0.05,0,282,6408,4321,0,0,0,1,0,0
4330,0.229123,0.229123,1526.533445,0.352548,0.05,0,282,6423,4331,0,0,1,0,0,0
4340,0.519148,0.519148,1530.539299,0.352659,0.05,0,282,6439,4341,0,0,1,0,0,0
4350,0.361653,0.361653,1533.466317,0.352521,0.05,0,283,6457,4351,1,0,0,0,0,0
4360,0.424516,0.424516,1531.405737,0.35124,0.05,0,288,6474,4361,1,0,0,0,0,0
4370,0.308305,0.308305,1535.783511,0.351438,0.05,0,288,6487,4371,0,0,0,0,0,1
4380,0.381438,0.381438,1539.967598,0.351591,0.05,0,288,6504,4381,0,0,1,0,0,0
4390,0.3252,0.3252,1544.287381,0.351774,0.05,0,288,6519,4391,0,0,0,1,0,0
4400,0.46471,0.46471,1548.510009,0.351934,0.05,0,288,6533,4401,0,0,0,1,0,0
4410,0.32273,0.32273,1552.653531,0.352076,0.05,0,288,6548,4411,0,0,0,0,1,0
4420,0.438945,0.438945,1555.348491,0.351889,0.05,0,289,6564,4421,0,0,0,1,0,0
4430,0.285975,0.285975,1560.100918,0.352167,0.05,0,289,6579,4431,0,1,0,0,0,0
4440,0.554365,0.554365,1563.378219,0.352112,0.05,0,290,6595,4441,0,0,1,0,0,0
4450,0.423653,0.423653,1568.169136,0.352398,0.05,0,290,6610,4451,0,0,0,0,0,1
4460,0.260756,0.260756,1572.196151,0.35251,0.05,0,290,6624,4461,1,0,0,0,0,0
4470,0.34532,0.34532,1576.310555,0.352642,0.05,0,290,6638,4471,0,1,0,0,0,0
4480,0.297527,0.297527,1578.539087,0.352352,0.05,0,291,6652,4481,0,1,0,0,0,0
4490,0.426016,0.426016,1581.343522,0.352192,0.05,0,292,6668,4491,0,0,0,0,0,1
4500,0.413259,0.413259,1585.488629,0.352331,0.05,0,292,6684,4501,0,1,0,0,0,0
4510,0.305522,0.305522,1590.019013,0.352554,0.05,0,292,6700,4511,0,0,0,0,0,1
4520,0.423631,0.423631,1592.708587,0.352369,0.05,0,293,6716,4521,0,0,1,0,0,0
4530,0.434201,0.434201,1595.550318,0.352219,0.05,0,294,6732,4531,0,0,1,0,0,0
4540,0.304826,0.304826,1600.653749,0.352567,0.05,0,294,6747,4541,0,0,0,0,1,0
4550,0.411936,0.411936,1604.384542,0.352612,0.05,0,294,6763,4551,0,0,1,0,0,0
4560,0.468904,0.468904,1608.904299,0.35283,0.05,0,294,6779,4561,0,0,0,1,0,0
4570,0.505212,0.505212,1612.926113,0.352938,0.05,0,294,6794,4571,1,0,0,0,0,0
4580,0.427141,0.427141,1615.374715,0.352702,0.05,0,295,6808,4581,0,0,0,0,0,1
4590,0.43501,0.43501,1619.591558,0.352852,0.05,0,295,6820,4591,0,0,1,0,0,0
4600,0.470721,0.470721,1622.639697,0.352748,0.05,0,296,6837,4601,0,0,0,1,0,0
4610,0.583032,0.583032,1626.156341,0.352745,0.05,0,297,6851,4611,0,0,0,0,1,0
4620,0.320681,0.320681,1629.444898,0.352694,0.05,0,298,6866,4621,0,0,0,1,0,0
4630,0.525148,0.525148,1632.77834,0.352652,0.05,0,299,6880,4631,0,0,1,0,0,0
4640,0.311251,0.311251,1634.872975,0.352343,0.05,0,301,6896,4641,0,0,0,1,0,0
4650,0.601025,0.601025,1636.769208,0.351993,0.05,0,303,6910,4651,0,0,0,0,0,1
4660,0.351029,0.351029,1640.517273,0.352042,0.05,0,303,6925,4661,0,0,0,1,0,0
4670,0.439586,0.439586,1644.164388,0.352069,0.05,0,304,6943,4671,1,0,0,0,0,0
4680,0.385665,0.385665,1647.414593,0.352012,0.05,0,305,6957,4681,0,0,0,1,0,0
4690,0.479699,0.479699,1652.361372,0.352316,0.05,0,305,6971,4691,1,0,0,0,0,0
4700,0.46373,0.46373,1655.609898,0.352257,0.05,0,306,6987,4701,0,0,0,1,0,0
4710,0.303431,0.303431,1659.776577,0.352394,0.05,0,306,6999,4711,0,0,0,0,0,1
4720,-0.861608,-0.861608,1662.322842,0.352187,0.05,1,307,7015,4721,1,0,0,0,0,0
4730,0.586283,0.586283,1665.927819,0.352205,0.05,0,308,7030,4731,0,0,1,0,0,0
4740,0.436952,0.436952,1669.23185,0.352159,0.05,0,309,7042,4741,0,0,0,0,0,1
4750,0.303687,0.303687,1673.175006,0.352247,0.05,0,309,7055,4751,0,1,0,0,0,0
4760,0.560681,0.560681,1674.795873,0.351848,0.05,0,311,7071,4761,1,0,0,0,0,0
4770,0.540436,0.540436,1679.484611,0.352093,0.05,0,311,7087,4771,1,0,0,0,0,0
4780,0.302696,0.302696,1684.131185,0.352329,0.05,0,311,7102,4781,0,1,0,0,0,0
4790,0.462309,0.462309,1688.215033,0.352446,0.05,0,311,7117,4791,1,0,0,0,0,0
4800,0.348462,0.348462,1691.409403,0.352377,0.05,0,312,7129,4801,0,0,0,0,1,0
4810,0.534805,0.534805,1694.906535,0.352371,0.05,0,313,7145,4811,0,0,0,0,1,0
4820,0.587069,0.587069,1697.910488,0.352264,0.05,0,314,7161,4821,0,0,1,0,0,0
4830,0.47084,0.47084,1701.185239,0.352212,0.05,0,315,7176,4831,0,1,0,0,0,0
4840,0.443479,0.443479,1705.640949,0.352405,0.05,0,315,7191,4841,0,0,0,0,1,0
4850,0.394149,0.394149,1708.742107,0.352318,0.05,0,316,7206,4851,0,0,0,1,0,0
4860,0.531896,0.531896,1712.003502,0.352264,0.05,0,317,7220,4861,1,0,0,0,0,0
4870,0.431223,0.431223,1714.96977,0.35215,0.05,0,318,7235,4871,0,0,1,0,0,0
4880,0.310307,0.310307,1719.07666,0.35227,0.05,0,318,7251,4881,0,0,0,1,0,0
4890,0.147668,0.147668,1722.497789,0.352249,0.05,0,318,7264,4891,0,1,0,0,0,0
4900,0.447401,0.447401,1727.485384,0.352548,0.05,0,318,7278,4901,0,0,0,0,0,1
4910,0.422834,0.422834,1731.621332,0.352672,0.05,0,318,7291,4911,0,1,0,0,0,0
4920,0.344543,0.344543,1734.103777,0.35246,0.05,0,319,7306,4921,0,0,1,0,0,0
4930,-0.938779,-0.938779,1736.842198,0.352301,0.05,1,320,7321,4931,0,1,0,0,0,0
4940,0.291346,0.291346,1741.087233,0.352447,0.05,0,320,7335,4941,0,0,0,0,1,0
4950,0.509684,0.509684,1745.851528,0.352697,0.05,0,320,7350,4951,0,0,0,0,1,0
4960,-0.846548,-0.846548,1747.537125,0.352326,0.05,1,322,7366,4961,0,0,0,0,0,1
4970,-0.90594,-0.90594,1750.775875,0.352269,0.05,1,323,7378,4971,0,0,0,0,1,0
4980,0.439375,0.439375,1754.077187,0.352224,0.05,0,324,7393,4981,0,1,0,0,0,0
4990,0.47116,0.47116,1757.165822,0.352137,0.05,0,325,7411,4991,0,0,1,0,0,0
5000,-0.8999,-0.8999,1758.935174,0.351787,0.05,1,327,7427,5001,0,1,0,0,0,0
